5.055523,3.172846,2.9983764
0.0,1.0629886,1.0686312
1.0325962,3.7631638,1.0828652
0.86752534,7.0536776,2.628954
2.362898,2.5585005,0.3364361
1.5477238,1.9346974,1.7794005
2.606222,4.7399006,3.6016316
8.903741,1.2137393,1.700956
2.7415879,6.7882686,4.558834
2.7548373,5.226603,4.134159
5.1827354,3.6642835,3.8042574
4.3107667,2.9230537,0.94741607
2.7292395,4.5772295,4.067536
6.580686,2.0980802,1.1123577
2.0705912,4.868258,2.4887238
1.902724,2.6203237,0.86491764
2.343112,2.7594125,1.877127
4.6390195,2.8519864,0.91134775
1.6331213,2.2247608,0.44209296
3.6502647,2.8590522,0.5186993
2.4237885,3.6118295,3.852057
5.3507285,3.4170556,2.4971433
1.451861,6.622818,1.1745687
4.0809836,3.5868583,2.5428262
1.5553838,3.5264711,2.160222
1.3731294,2.5661721,2.3743143
7.587633,1.4029074,2.5452933
8.947509,2.9710426,4.012038
1.9508848,1.1558604,4.7773056
10.781496,0.2988388,1.5788978
2.9590647,3.265505,1.8923192
4.6620927,2.7142406,1.4256996
6.0654798,3.732489,3.4445057
3.221546,2.7386394,3.7325487
1.4668791,1.7252609,1.9187866
1.2761755,5.311491,0.67158043
6.741044,3.6512887,3.9599943
2.3390138,2.7402823,1.4078907
3.5965948,3.0961378,3.3173409
9.454111,2.5272567,3.27816
4.9515576,3.7870188,2.5749044
1.4471593,6.38018,1.404001
1.7134387,2.330069,0.22929941
1.7443959,3.7663822,2.6629457
1.659323,2.3654447,2.99542
4.5458364,3.2358081,2.6436887
5.7412477,3.675445,3.8538752
3.6237662,3.1310008,2.333221
0.39947242,1.3862588,0.49272293
4.5711756,3.0701609,1.684801
